name,developer,status,status_group,category,capacity_mw,capacity_label,landscape_weight,location,latitude,longitude,precision,nearest_nuclear_name,nearest_nuclear_state,nearest_nuclear_distance_mi,nearest_nuclear_capacity_mw,source,source_url,notes
Prominent Jarell Data Center,,Planned,Planned,Publicly tracked data-center facility,200.0,200 MW,4.0,"Williamson, TX",30.81766122,-97.6375884,Public tracker coordinates,Comanche Peak,TX,102.7,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Culpeper Campus Data Center (IAD 5 and IAD6),,Planned,Planned,Publicly tracked data-center facility,192.0,192 MW,4.0,"Culpeper, VA",38.44997135,-77.98074381,Public tracker coordinates,North Anna,VA,28.9,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Google Fort Wayne - Building 5,,Planned,Planned,Publicly tracked data-center facility,189.8,190 MW,4.0,"Allen, IN",41.037024,-85.048213,Public tracker coordinates,Donald C Cook,MI,101.8,2285.3,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Google Fort Wayne - Building 7,,Planned,Planned,Publicly tracked data-center facility,189.8,190 MW,4.0,"Allen, IN",41.022345,-85.0446,Public tracker coordinates,Donald C Cook,MI,102.6,2285.3,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Google Fort Wayne - Building 6,,Planned,Planned,Publicly tracked data-center facility,189.8,190 MW,4.0,"Allen, IN",41.022154,-85.048466,Public tracker coordinates,Donald C Cook,MI,102.5,2285.3,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Google Fort Wayne - Building 4,,Planned,Planned,Publicly tracked data-center facility,189.8,190 MW,4.0,"Allen, IN",41.022058,-85.051889,Public tracker coordinates,Donald C Cook,MI,102.3,2285.3,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Google Fort Wayne - Building 3,,Planned,Planned,Publicly tracked data-center facility,189.8,190 MW,4.0,"Allen, IN",41.03616,-85.05441,Public tracker coordinates,Donald C Cook,MI,101.6,2285.3,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Google Fort Wayne - Building 2,,Planned,Planned,Publicly tracked data-center facility,189.8,190 MW,4.0,"Allen, IN",41.03075,-85.04932,Public tracker coordinates,Donald C Cook,MI,102.0,2285.3,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
CloudHQ LC1A,,Operating,Operating,Publicly tracked data-center facility,189.0,189 MW,4.0,"Loudoun, VA",39.0104478,-77.4636146,Public tracker coordinates,Calvert Cliffs Nuclear Power Plant,MD,68.0,1850.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
CloudHQ LC1B,,Operating,Operating,Publicly tracked data-center facility,189.0,189 MW,4.0,"Loudoun, VA",39.0100005,-77.4617314,Public tracker coordinates,Calvert Cliffs Nuclear Power Plant,MD,67.9,1850.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Soluna Project Rosa,,Planned,Planned,Publicly tracked data-center facility,187.0,187 MW,4.0,"Cameron, TX",26.2419,-97.8223,Public tracker coordinates,South Texas Project,TX,207.2,2708.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Project Gravity,,Planned,Planned,Publicly tracked data-center facility,186.0,186 MW,4.0,"Lackawanna, PA",41.51594827,-75.56498236,Public tracker coordinates,TalenEnergy Susquehanna,PA,42.1,2532.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Stargate Frontier - Building 3,,Planned,Planned,Publicly tracked data-center facility,182.0,182 MW,4.0,"Shackelford, TX",32.54065,-99.54166,Public tracker coordinates,Comanche Peak,TX,103.8,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Stargate Frontier - Building 4,,Planned,Planned,Publicly tracked data-center facility,182.0,182 MW,4.0,"Shackelford, TX",32.5418,-99.55306,Public tracker coordinates,Comanche Peak,TX,104.5,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Stargate Frontier - Building 8,,Planned,Planned,Publicly tracked data-center facility,182.0,182 MW,4.0,"Shackelford, TX",32.546486,-99.548117,Public tracker coordinates,Comanche Peak,TX,104.2,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Stargate Frontier - Building 10,,Planned,Planned,Publicly tracked data-center facility,182.0,182 MW,4.0,"Shackelford, TX",32.547261,-99.555406,Public tracker coordinates,Comanche Peak,TX,104.6,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Stargate Frontier - Building 2,,Planned,Planned,Publicly tracked data-center facility,182.0,182 MW,4.0,"Shackelford, TX",32.54145,-99.54947,Public tracker coordinates,Comanche Peak,TX,104.2,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Stargate Frontier - Building 5,,Planned,Planned,Publicly tracked data-center facility,182.0,182 MW,4.0,"Shackelford, TX",32.54215,-99.55678,Public tracker coordinates,Comanche Peak,TX,104.7,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Stargate Frontier - Building 9,,Planned,Planned,Publicly tracked data-center facility,182.0,182 MW,4.0,"Shackelford, TX",32.54686,-99.55173,Public tracker coordinates,Comanche Peak,TX,104.4,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Stargate Frontier - Building 6,,Planned,Planned,Publicly tracked data-center facility,182.0,182 MW,4.0,"Shackelford, TX",32.545498,-99.540131,Public tracker coordinates,Comanche Peak,TX,103.7,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Stargate Frontier - Building 7,,Planned,Planned,Publicly tracked data-center facility,182.0,182 MW,4.0,"Shackelford, TX",32.546139,-99.543902,Public tracker coordinates,Comanche Peak,TX,104.0,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Stargate Frontier - Building 1,,Planned,Planned,Publicly tracked data-center facility,182.0,182 MW,4.0,"Shackelford, TX",32.54105,-99.54557,Public tracker coordinates,Comanche Peak,TX,104.0,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Applied Digital Ellendale ELN-01,,Operating,Operating,Publicly tracked data-center facility,180.0,180 MW,4.0,"Dickey, ND",46.013,-98.5735,Public tracker coordinates,Monticello Nuclear Facility,MN,232.8,685.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Aligned Phoenix PHX 01/02/03,,Operating,Operating,Publicly tracked data-center facility,180.0,180 MW,4.0,"Maricopa, AZ",33.65924564,-112.1106723,Public tracker coordinates,Palo Verde,AZ,47.1,4209.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Cheswick/Springdale AI Data Center Redevelopment,,Planned,Planned,Publicly tracked data-center facility,180.0,180 MW,4.0,"Allegheny, PA",40.538714,-79.791156,Public tracker coordinates,Beaver Valley,PA,34.2,1846.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
AWS Keystone Trade Center - Building 1,,Planned,Planned,Publicly tracked data-center facility,177.5,178 MW,4.0,"Bucks, PA",40.15553,-74.749732,Public tracker coordinates,Limerick,PA,44.5,2277.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Digital Realty IAD50 - 10050 Brickyard Way,,Planned,Planned,Publicly tracked data-center facility,177.0,177 MW,4.0,"Manassas City, VA",38.73829766,-77.50902962,Public tracker coordinates,North Anna,VA,49.3,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
QTS Eagle Mountain - DC-2,,Planned,Planned,Publicly tracked data-center facility,177.0,177 MW,4.0,"Utah, UT",40.265582,-112.029503,Public tracker coordinates,Palo Verde,AZ,477.4,4209.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Digital Realty IAD51 - 10051 Brickyard Way,,Operating,Operating,Publicly tracked data-center facility,177.0,177 MW,4.0,"Manassas City, VA",38.73692557,-77.50782982,Public tracker coordinates,North Anna,VA,49.2,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
QTS Eagle Mountain - DC-5,,Planned,Planned,Publicly tracked data-center facility,177.0,177 MW,4.0,"Utah, UT",40.265553,-112.035505,Public tracker coordinates,Palo Verde,AZ,477.4,4209.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
QTS Eagle Mountain - DC-1,,Planned,Planned,Publicly tracked data-center facility,177.0,177 MW,4.0,"Utah, UT",40.266388,-112.027314,Public tracker coordinates,Palo Verde,AZ,477.5,4209.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
QTS Eagle Mountain - DC-4,,Planned,Planned,Publicly tracked data-center facility,177.0,177 MW,4.0,"Utah, UT",40.265582,-112.033429,Public tracker coordinates,Palo Verde,AZ,477.4,4209.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
QTS Eagle Mountain - DC-3,,Planned,Planned,Publicly tracked data-center facility,177.0,177 MW,4.0,"Utah, UT",40.265639,-112.031579,Public tracker coordinates,Palo Verde,AZ,477.4,4209.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Plaza 500,,Planned,Planned,Publicly tracked data-center facility,176.0,176 MW,4.0,"Fairfax, VA",38.802273,-77.142525,Public tracker coordinates,Calvert Cliffs Nuclear Power Plant,MD,45.6,1850.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Digital Realty IAD41,,Operating,Operating,Publicly tracked data-center facility,175.3,175 MW,4.0,"Loudoun, VA",39.008677,-77.458221,Public tracker coordinates,Calvert Cliffs Nuclear Power Plant,MD,67.7,1850.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Project Lufkin Data Center,,Planned,Planned,Publicly tracked data-center facility,175.0,175 MW,4.0,"Angelina, TX",31.3579,-94.677475,Public tracker coordinates,Comanche Peak,TX,193.7,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Storey County - Building 4,,Planned,Planned,Publicly tracked data-center facility,173.8,174 MW,4.0,"Storey, NV",39.496102,-119.427962,Public tracker coordinates,Diablo Canyon,CA,306.2,2323.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Storey County - Building 3,,Planned,Planned,Publicly tracked data-center facility,173.8,174 MW,4.0,"Storey, NV",39.49261,-119.43032,Public tracker coordinates,Diablo Canyon,CA,306.0,2323.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Microsoft Fairwater Atlanta - Building 1,,Operating,Operating,Publicly tracked data-center facility,173.0,173 MW,4.0,"Fayette County, GA",33.448347,-84.522712,Public tracker coordinates,Sequoyah,TN,127.1,2441.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
